,player_A,player_B,winner,loser
1360,3,0,0,3
1361,4,3,4,3
1362,2,3,2,3
1363,5,0,5,0
1364,6,5,5,6
1365,0,3,0,3
1366,2,0,2,0
1367,4,0,4,0
1368,0,4,0,4
1369,4,6,4,6
1370,1,5,1,5
1371,1,4,4,1
1372,6,1,6,1
1373,0,6,0,6
1374,2,4,2,4
1375,2,7,2,7
1376,4,5,4,5
1377,3,6,6,3
1378,0,3,0,3
1379,2,6,6,2
1380,6,7,7,6
1381,5,2,2,5
1382,1,0,0,1
1383,2,0,0,2
1384,0,1,0,1
1385,4,6,4,6
1386,7,6,7,6
1387,3,7,7,3
1388,5,6,5,6
1389,0,3,0,3
1390,4,7,4,7
1391,7,1,7,1
1392,3,2,2,3
1393,5,4,4,5
1394,4,0,4,0
1395,4,3,4,3
1396,5,2,5,2
1397,0,4,0,4
1398,1,4,4,1
1399,1,2,1,2
1400,2,1,1,2
1401,5,6,5,6
1402,3,0,3,0
1403,7,3,7,3
1404,2,6,2,6
1405,6,4,4,6
1406,5,1,5,1
1407,6,0,0,6
1408,7,6,6,7
1409,3,1,1,3
1410,6,1,1,6
1411,7,1,1,7
1412,6,0,0,6
1413,3,4,4,3
1414,5,6,5,6
1415,2,7,2,7
1416,3,0,0,3
1417,6,1,1,6
1418,3,0,0,3
1419,7,5,5,7
1420,6,1,1,6
1421,6,7,7,6
1422,3,1,1,3
1423,7,3,3,7
1424,6,7,7,6
1425,1,2,1,2
1426,3,6,6,3
1427,6,4,4,6
1428,5,3,5,3
1429,5,0,5,0
1430,5,6,5,6
1431,4,0,4,0
1432,0,5,0,5
1433,1,0,1,0
1434,2,1,2,1
1435,4,1,4,1
1436,3,0,0,3
1437,0,1,1,0
1438,3,2,3,2
1439,1,4,4,1
1440,6,4,4,6
1441,3,0,3,0
1442,3,7,3,7
1443,5,0,5,0
1444,7,5,5,7
1445,3,7,3,7
1446,4,1,1,4
1447,5,4,4,5
1448,1,4,4,1
1449,5,4,5,4
1450,6,0,6,0
1451,3,2,2,3
1452,2,4,4,2
1453,1,0,0,1
1454,0,3,0,3
1455,4,3,4,3
1456,7,1,1,7
1457,1,3,1,3
1458,4,1,4,1
1459,2,0,0,2
1460,2,7,7,2
1461,3,1,1,3
1462,4,5,4,5
1463,2,5,2,5
1464,6,3,6,3
1465,1,2,1,2
1466,5,7,5,7
1467,2,5,5,2
1468,6,4,4,6
1469,2,4,4,2
1470,2,7,2,7
1471,2,5,5,2
1472,6,0,0,6
1473,2,5,2,5
1474,7,4,4,7
1475,5,2,5,2
1476,7,2,2,7
1477,5,6,5,6
1478,1,5,5,1
1479,5,2,5,2
1480,7,6,6,7
1481,0,7,7,0
1482,2,4,4,2
1483,2,5,5,2
1484,2,4,4,2
1485,2,1,2,1
1486,2,7,2,7
1487,4,1,4,1
1488,7,5,5,7
1489,5,4,4,5
1490,5,3,5,3
1491,2,7,2,7
1492,0,3,0,3
1493,3,1,1,3
1494,5,4,4,5
1495,5,0,5,0
1496,4,2,4,2
1497,5,2,5,2
1498,5,2,5,2
1499,4,1,1,4
1500,7,5,5,7
1501,2,6,2,6
1502,1,5,5,1
1503,6,3,6,3
1504,4,2,4,2
1505,3,1,1,3
1506,6,4,6,4
1507,3,2,2,3
1508,6,3,3,6
1509,2,7,2,7
1510,4,1,4,1
1511,5,2,5,2
1512,2,3,2,3
1513,7,1,1,7
1514,5,4,4,5
1515,1,2,1,2
1516,0,1,0,1
1517,1,6,6,1
1518,6,1,6,1
1519,4,1,4,1
1520,1,0,0,1
1521,1,4,1,4
1522,6,4,4,6
1523,2,4,4,2
1524,3,1,1,3
1525,0,6,6,0
1526,5,4,4,5
1527,7,1,1,7
1528,5,6,5,6
1529,1,6,1,6
1530,2,0,0,2
1531,4,1,4,1
1532,4,2,2,4
1533,1,7,1,7
1534,6,4,4,6
1535,3,7,3,7
1536,1,5,5,1
1537,5,3,5,3
1538,6,5,5,6
1539,6,2,6,2
1540,3,5,5,3
1541,0,1,0,1
1542,5,2,5,2
1543,0,4,4,0
1544,3,4,4,3
1545,3,5,5,3
1546,3,1,1,3
1547,5,1,5,1
1548,6,7,6,7
1549,2,7,2,7
1550,4,0,0,4
1551,7,3,3,7
1552,7,4,7,4
1553,1,2,1,2
1554,0,1,1,0
1555,3,6,3,6
1556,5,4,4,5
1557,4,1,4,1
1558,0,1,0,1
1559,0,5,0,5
1560,3,6,6,3
1561,0,6,0,6
1562,0,2,0,2
1563,4,6,4,6
1564,0,3,0,3
1565,3,2,2,3
1566,4,2,4,2
1567,3,0,3,0
1568,7,1,1,7
1569,3,0,0,3
1570,7,3,3,7
1571,0,1,1,0
1572,0,3,3,0
1573,6,0,0,6
1574,7,3,7,3
1575,6,1,1,6
1576,7,1,1,7
1577,6,0,0,6
1578,0,6,6,0
1579,1,5,1,5
1580,5,0,5,0
1581,2,5,2,5
1582,1,4,4,1
1583,3,5,5,3
1584,3,4,4,3
1585,0,4,4,0
1586,4,6,6,4
1587,2,6,6,2
1588,1,5,5,1
1589,3,6,3,6
1590,4,2,4,2
1591,1,5,5,1
1592,3,5,5,3
1593,3,4,4,3
1594,3,0,3,0
1595,6,5,5,6
1596,5,1,1,5
1597,6,1,1,6
1598,1,2,1,2
1599,6,1,1,6
1600,7,3,3,7
1601,2,0,0,2
1602,3,6,6,3
1603,2,7,7,2
1604,4,7,4,7
1605,0,4,4,0
1606,1,7,1,7
1607,3,1,3,1
1608,3,5,5,3
1609,5,4,4,5
1610,6,7,7,6
1611,2,3,2,3
1612,1,5,5,1
1613,3,7,7,3
1614,7,0,0,7
1615,0,3,0,3
1616,6,1,6,1
1617,0,6,0,6
1618,3,1,1,3
1619,0,2,2,0
1620,0,5,0,5
1621,2,7,2,7
1622,0,3,0,3
1623,2,6,2,6
1624,0,3,0,3
1625,7,3,7,3
1626,4,3,3,4
1627,0,1,0,1
1628,6,2,6,2
1629,5,0,5,0
1630,5,2,5,2
1631,3,7,7,3
1632,4,0,4,0
1633,6,4,4,6
1634,5,7,5,7
1635,1,5,5,1
1636,4,6,4,6
1637,3,5,3,5
1638,5,2,5,2
1639,5,7,5,7
1640,5,0,5,0
1641,7,1,1,7
1642,7,5,5,7
1643,4,3,3,4
1644,3,0,3,0
1645,5,2,5,2
1646,2,4,4,2
1647,2,1,1,2
1648,7,5,5,7
1649,3,4,4,3
1650,7,6,6,7
1651,7,4,7,4
1652,4,0,4,0
1653,1,3,1,3
1654,5,3,5,3
1655,7,2,2,7
1656,0,1,1,0
1657,4,5,4,5
1658,2,0,0,2
1659,6,2,6,2
1660,6,5,5,6
1661,3,0,3,0
1662,2,5,2,5
1663,7,1,1,7
1664,4,6,4,6
1665,3,2,2,3
1666,4,2,4,2
1667,3,6,6,3
1668,0,6,0,6
1669,3,0,0,3
1670,5,6,5,6
1671,7,2,7,2
1672,2,7,2,7
1673,5,0,5,0
1674,3,7,3,7
1675,4,0,4,0
1676,3,7,3,7
1677,7,1,7,1
1678,2,1,1,2
1679,6,3,3,6
1680,5,6,6,5
1681,1,6,1,6
1682,7,5,5,7
1683,2,0,2,0
1684,1,7,1,7
1685,1,7,7,1
1686,1,3,1,3
1687,0,1,1,0
1688,6,3,6,3
1689,7,1,1,7
1690,5,7,5,7
1691,2,6,2,6
1692,3,5,5,3
1693,3,2,2,3
1694,0,7,0,7
1695,7,2,2,7
1696,2,7,2,7
1697,2,1,1,2
1698,3,0,0,3
1699,3,6,6,3
1700,6,3,6,3
1701,1,5,5,1
1702,6,3,3,6
1703,0,2,2,0
1704,4,1,4,1
1705,4,0,4,0
1706,7,4,4,7
1707,2,5,5,2
1708,3,5,5,3
1709,3,7,3,7
1710,6,5,6,5
1711,0,4,4,0
1712,3,5,5,3
1713,7,4,4,7
1714,1,6,1,6
1715,6,4,4,6
1716,3,0,3,0
1717,7,0,0,7
1718,3,5,5,3
1719,3,5,5,3
1720,3,7,7,3
1721,4,3,4,3
1722,2,7,7,2
1723,6,7,7,6
1724,3,1,1,3
1725,2,5,2,5
1726,7,6,6,7
1727,2,4,4,2
1728,3,0,3,0
1729,6,0,0,6
1730,4,3,4,3
1731,3,0,0,3
1732,4,2,4,2
1733,1,5,5,1
1734,3,0,0,3
1735,7,4,4,7
1736,3,0,3,0
1737,7,4,4,7
1738,5,2,5,2
1739,2,1,1,2
1740,3,7,7,3
1741,7,2,2,7
1742,2,1,1,2
1743,3,7,7,3
1744,0,2,2,0
1745,6,0,6,0
1746,0,5,0,5
1747,0,7,0,7
1748,2,3,2,3
1749,0,6,0,6
1750,0,2,2,0
1751,2,6,2,6
1752,2,4,2,4
1753,2,1,2,1
1754,3,6,6,3
1755,7,5,5,7
1756,3,7,3,7
1757,1,3,3,1
1758,3,6,3,6
1759,6,7,6,7
1760,5,4,4,5
1761,5,4,4,5
1762,4,1,4,1
1763,1,0,1,0
1764,6,1,1,6
1765,5,4,4,5
1766,5,4,4,5
1767,1,5,5,1
1768,5,3,5,3
1769,4,2,4,2
1770,4,6,4,6
1771,7,0,0,7
1772,7,3,3,7
1773,7,0,0,7
1774,6,1,1,6
1775,3,1,3,1
1776,2,5,5,2
1777,6,2,2,6
1778,4,7,4,7
1779,6,3,3,6
1780,5,3,5,3
1781,4,2,4,2
1782,1,0,1,0
1783,7,4,4,7
1784,5,2,5,2
1785,5,2,5,2
1786,7,0,7,0
1787,0,2,0,2
1788,3,7,7,3
1789,5,2,5,2
1790,6,7,6,7
1791,5,2,5,2
1792,6,2,2,6
1793,4,0,4,0
1794,1,3,1,3
1795,0,3,0,3
1796,6,2,2,6
1797,3,4,4,3
1798,0,6,0,6
1799,7,5,5,7
1800,1,6,6,1
1801,7,0,7,0
1802,5,3,5,3
1803,6,5,6,5
1804,7,5,7,5
1805,3,1,1,3
1806,4,0,4,0
1807,4,3,4,3
1808,3,2,2,3
1809,1,0,0,1
1810,2,7,7,2
1811,5,6,5,6
1812,0,3,3,0
1813,1,4,1,4
1814,4,3,3,4
1815,6,3,6,3
1816,3,0,0,3
1817,5,7,7,5
1818,2,7,2,7
1819,6,1,6,1
1820,3,6,6,3
1821,5,4,4,5
1822,1,2,2,1
1823,4,0,0,4
1824,6,7,6,7
1825,5,2,2,5
1826,3,6,6,3
1827,1,6,1,6
1828,0,5,5,0
1829,1,3,1,3
1830,6,3,6,3
1831,0,7,7,0
1832,2,3,2,3
1833,7,4,4,7
1834,1,6,1,6
1835,5,2,5,2
1836,4,5,4,5
1837,3,1,1,3
1838,6,3,3,6
1839,7,2,2,7
1840,3,2,2,3
1841,7,4,7,4
1842,5,2,2,5
1843,7,4,4,7
1844,4,5,4,5
1845,7,4,4,7
1846,2,1,2,1
1847,0,6,0,6
1848,3,2,2,3
1849,6,2,2,6
1850,2,6,2,6
1851,2,0,2,0
1852,1,3,3,1
1853,2,1,2,1
1854,1,5,5,1
1855,3,4,4,3
1856,1,5,5,1
1857,1,7,7,1
1858,2,6,2,6
1859,3,4,4,3
1860,4,0,0,4
1861,5,4,4,5
1862,6,5,5,6
1863,3,2,2,3
1864,4,3,4,3
1865,5,6,5,6
1866,1,0,0,1
1867,1,4,4,1
1868,4,7,4,7
1869,5,3,5,3
1870,5,0,5,0
1871,1,4,1,4
1872,4,1,4,1
1873,0,2,2,0
1874,7,0,0,7
1875,6,3,6,3
1876,6,3,6,3
1877,5,0,5,0
1878,2,5,2,5
1879,0,5,5,0
1880,7,4,4,7
1881,6,1,1,6
1882,0,2,0,2
1883,0,6,6,0
1884,6,5,5,6
1885,3,6,6,3
1886,7,1,1,7
1887,2,4,4,2
1888,6,0,6,0
1889,2,4,4,2
1890,5,4,5,4
1891,7,6,6,7
1892,6,4,4,6
1893,0,7,7,0
1894,4,2,4,2
1895,6,7,7,6
1896,1,2,2,1
1897,0,6,6,0
1898,6,0,6,0
1899,7,3,3,7
1900,2,7,2,7
1901,0,6,6,0
1902,2,1,1,2
1903,7,5,5,7
1904,5,0,5,0
1905,5,1,5,1
1906,2,7,7,2
1907,4,0,4,0
1908,5,6,5,6
1909,1,5,1,5
1910,0,3,3,0
1911,2,0,0,2
1912,3,5,5,3
1913,3,1,3,1
1914,0,6,0,6
1915,2,1,1,2
1916,0,5,5,0
1917,1,7,1,7
1918,5,0,5,0
1919,5,2,5,2
1920,0,5,5,0
1921,4,0,0,4
1922,6,7,6,7
1923,7,4,4,7
1924,0,1,1,0
1925,2,3,2,3
1926,3,2,2,3
1927,5,7,5,7
1928,6,5,5,6
1929,7,3,7,3
1930,2,3,2,3
1931,1,6,1,6
1932,7,6,6,7
1933,5,4,4,5
1934,3,1,1,3
1935,6,3,3,6
1936,6,4,4,6
1937,3,0,0,3
1938,2,0,0,2
1939,2,3,3,2
1940,6,0,0,6
1941,1,7,1,7
1942,7,5,7,5
1943,6,3,6,3
1944,6,1,6,1
1945,0,4,0,4
1946,3,2,3,2
1947,0,7,7,0
1948,0,1,0,1
1949,7,6,6,7
1950,0,3,3,0
1951,2,0,2,0
1952,0,1,1,0
1953,4,0,4,0
1954,7,1,1,7
1955,5,7,7,5
1956,3,7,7,3
1957,1,6,1,6
1958,6,3,6,3
1959,4,0,0,4
1960,5,6,5,6
1961,5,3,3,5
1962,2,4,4,2
1963,0,4,4,0
1964,0,4,4,0
1965,2,7,2,7
1966,2,4,4,2
1967,3,4,4,3
1968,5,4,5,4
1969,6,3,3,6
1970,3,1,1,3
1971,0,6,0,6
1972,0,2,0,2
1973,6,4,4,6
1974,6,2,2,6
1975,2,6,6,2
1976,7,5,5,7
1977,6,0,0,6
1978,0,4,0,4
1979,7,1,1,7
1980,3,2,2,3
1981,3,7,7,3
1982,6,7,6,7
1983,2,3,2,3
1984,3,6,6,3
1985,2,7,2,7
1986,4,0,4,0
1987,1,7,1,7
1988,5,2,5,2
1989,7,0,0,7
1990,1,2,2,1
1991,5,4,5,4
1992,0,3,0,3
1993,7,4,4,7
1994,3,5,5,3
1995,6,0,0,6
1996,3,4,4,3
1997,7,6,6,7
1998,0,1,1,0
1999,3,1,3,1
2000,2,4,4,2
2001,0,2,2,0
2002,2,5,5,2
2003,0,1,1,0
2004,7,2,7,2
2005,5,0,0,5
2006,3,6,3,6
2007,3,4,4,3
2008,0,6,6,0
2009,0,4,4,0
2010,5,7,5,7
2011,2,4,4,2
2012,4,1,4,1
2013,3,6,3,6
2014,6,3,6,3
2015,5,1,5,1
2016,7,6,6,7
2017,7,6,7,6
2018,4,6,4,6
2019,6,5,5,6
2020,2,5,5,2
2021,7,0,0,7
2022,3,4,4,3
2023,2,3,2,3
2024,7,6,7,6
2025,7,6,7,6
2026,0,6,6,0
2027,6,2,6,2
2028,7,0,0,7
2029,0,2,0,2
2030,5,1,5,1
2031,1,6,1,6
2032,5,2,5,2
2033,2,6,2,6
2034,5,4,4,5
2035,1,6,1,6
2036,0,4,4,0
2037,6,0,6,0
2038,5,1,5,1
2039,5,6,5,6
2040,3,2,3,2
2041,7,1,1,7
2042,7,6,6,7
2043,4,0,4,0
2044,6,7,7,6
2045,2,5,5,2
2046,7,0,0,7
2047,4,0,4,0
2048,7,0,0,7
2049,2,3,3,2
2050,5,6,5,6
2051,1,0,1,0
2052,5,6,6,5
2053,4,5,4,5
2054,7,0,0,7
2055,5,0,5,0
2056,0,2,0,2
2057,3,2,2,3
2058,3,7,7,3
2059,6,4,4,6
2060,2,1,1,2
2061,0,3,3,0
2062,6,5,5,6
2063,1,4,4,1
2064,0,6,0,6
2065,3,2,2,3
2066,4,5,4,5
2067,4,2,4,2
2068,4,1,1,4
2069,1,7,1,7
2070,6,7,7,6
2071,1,5,5,1
2072,6,2,6,2
2073,5,7,7,5
2074,3,0,0,3
2075,7,2,7,2
2076,3,1,1,3
2077,6,2,6,2
2078,4,7,7,4
2079,1,2,2,1
2080,5,7,5,7
2081,5,0,0,5
2082,7,5,5,7
2083,5,4,5,4
2084,3,2,3,2
2085,0,3,3,0
2086,4,5,4,5
2087,7,0,0,7
2088,3,5,5,3
2089,2,4,4,2
2090,3,2,2,3
2091,4,6,4,6
2092,7,0,7,0
2093,5,3,5,3
2094,5,3,5,3
2095,5,7,5,7
2096,1,7,7,1
2097,4,6,4,6
2098,2,3,2,3
2099,0,4,4,0
2100,6,5,5,6
2101,1,2,2,1
2102,3,0,0,3
2103,6,4,4,6
2104,2,3,2,3
2105,4,2,4,2
2106,3,6,3,6
2107,5,7,5,7
2108,0,5,5,0
2109,2,3,2,3
2110,2,6,2,6
2111,2,4,4,2
2112,3,7,7,3
2113,5,0,0,5
2114,1,4,4,1
2115,2,3,2,3
2116,3,2,2,3
2117,3,5,5,3
2118,7,4,4,7
2119,6,3,6,3
2120,4,3,4,3
2121,4,6,4,6
2122,2,7,2,7
2123,1,0,0,1
2124,0,1,0,1
2125,6,4,4,6
2126,2,4,4,2
2127,0,1,0,1
2128,0,6,6,0
2129,7,2,2,7
2130,5,0,0,5
2131,5,1,5,1
2132,0,5,5,0
2133,1,5,1,5
2134,6,2,2,6
2135,1,2,2,1
2136,7,2,7,2
2137,6,0,0,6
2138,0,6,0,6
2139,0,2,2,0
2140,1,2,2,1
2141,5,6,5,6
2142,7,3,3,7
2143,5,1,5,1
2144,5,4,4,5
2145,4,2,4,2
2146,0,5,5,0
2147,7,5,5,7
2148,6,7,6,7
2149,3,7,7,3
2150,2,3,2,3
2151,5,0,0,5
2152,1,0,0,1
2153,2,7,7,2
2154,0,1,1,0
2155,0,7,0,7
2156,7,3,7,3
2157,0,3,3,0
2158,0,7,0,7
2159,2,1,2,1
2160,4,6,4,6
2161,5,2,5,2
2162,6,7,6,7
2163,3,5,5,3
2164,7,6,7,6
2165,7,5,5,7
2166,1,5,5,1
2167,3,1,1,3
2168,4,6,4,6
2169,3,2,2,3
2170,2,6,6,2
2171,2,0,2,0
2172,5,1,5,1
2173,5,6,5,6
2174,0,4,4,0
2175,6,2,2,6
2176,0,4,4,0
2177,5,6,5,6
2178,4,5,4,5
2179,6,3,6,3
2180,3,0,0,3
2181,5,1,1,5
2182,0,4,4,0
2183,6,7,7,6
2184,2,7,7,2
2185,2,5,5,2
2186,7,3,3,7
2187,4,5,4,5
2188,6,3,3,6
2189,7,0,0,7
2190,7,0,7,0
2191,2,1,2,1
2192,6,1,1,6
2193,4,5,5,4
2194,3,0,0,3
2195,6,3,3,6
2196,5,0,0,5
2197,7,6,6,7
2198,0,3,0,3
2199,3,1,3,1
2200,1,4,4,1
2201,4,0,4,0
2202,1,0,1,0
2203,7,0,7,0
2204,7,0,0,7
2205,2,6,6,2
2206,3,4,4,3
2207,2,7,2,7
2208,6,4,4,6
2209,1,0,1,0
2210,5,1,5,1
2211,2,7,2,7
2212,0,1,0,1
2213,3,4,4,3
2214,5,4,4,5
2215,1,6,1,6
2216,5,2,5,2
2217,4,3,4,3
2218,6,4,4,6
2219,2,0,0,2
2220,7,2,2,7
2221,4,5,4,5
2222,7,0,0,7
2223,7,5,5,7
2224,2,1,2,1
2225,4,0,4,0
2226,6,5,5,6
2227,2,5,5,2
2228,0,7,0,7
2229,1,6,6,1
2230,4,0,4,0
2231,1,2,1,2
2232,2,4,4,2
2233,4,0,4,0
2234,0,7,0,7
2235,2,0,2,0
2236,1,7,1,7
2237,5,6,5,6
2238,7,6,6,7
2239,4,5,4,5
2240,2,4,4,2
2241,5,7,5,7
2242,6,7,6,7
2243,5,6,5,6
2244,0,5,5,0
2245,0,6,0,6
2246,7,3,3,7
2247,4,6,4,6
2248,1,4,4,1
2249,3,2,3,2
2250,1,3,1,3
2251,5,4,5,4
2252,4,2,4,2
2253,4,2,4,2
2254,4,0,4,0
2255,1,5,5,1
2256,6,4,4,6
2257,5,7,5,7
2258,7,0,0,7
2259,3,5,5,3
2260,2,5,5,2
2261,5,7,5,7
2262,3,0,0,3
2263,0,3,0,3
2264,7,1,7,1
2265,0,6,0,6
2266,4,0,4,0
2267,3,7,7,3
2268,2,1,1,2
2269,2,4,4,2
2270,0,5,5,0
2271,6,2,6,2
2272,5,0,5,0
2273,5,4,4,5
2274,1,6,6,1
2275,1,2,1,2
2276,2,3,2,3
2277,2,4,4,2
2278,5,0,0,5
2279,0,4,4,0
2280,7,0,7,0
2281,5,3,5,3
2282,7,6,6,7
2283,6,3,6,3
2284,0,5,5,0
2285,6,1,1,6
2286,4,6,4,6
2287,4,2,4,2
2288,0,6,0,6
2289,3,7,7,3
2290,7,3,3,7
2291,3,7,7,3
2292,6,2,6,2
2293,5,3,5,3
2294,5,3,5,3
2295,1,2,2,1
2296,6,1,1,6
2297,1,3,3,1
2298,4,1,4,1
2299,4,0,4,0
2300,7,1,1,7
2301,0,3,0,3
2302,7,6,6,7
2303,4,5,4,5
2304,1,3,1,3
2305,0,4,4,0
2306,5,3,5,3
2307,1,4,1,4
2308,2,4,4,2
2309,1,5,5,1
2310,7,2,2,7
2311,0,6,0,6
2312,2,3,2,3
2313,7,3,7,3
2314,0,2,0,2
2315,6,5,6,5
2316,5,4,4,5
2317,7,6,6,7
2318,0,4,4,0
2319,1,4,1,4
2320,1,4,4,1
2321,4,2,4,2
2322,5,4,5,4
2323,6,5,5,6
2324,4,3,4,3
2325,2,4,4,2
2326,1,5,5,1
2327,4,3,4,3
2328,1,5,5,1
2329,2,3,3,2
2330,4,3,4,3
2331,7,6,7,6
2332,0,2,2,0
2333,0,2,0,2
2334,1,6,1,6
2335,1,4,4,1
2336,5,2,2,5
2337,2,3,3,2
2338,4,5,5,4
2339,2,6,2,6
2340,6,2,2,6
2341,6,4,4,6
2342,7,0,0,7
2343,3,7,7,3
2344,1,3,1,3
2345,0,1,0,1
2346,3,1,1,3
2347,7,2,2,7
2348,2,5,5,2
2349,2,0,2,0
2350,1,7,1,7
2351,1,0,0,1
2352,4,2,4,2
2353,4,5,4,5
2354,4,3,4,3
2355,0,5,5,0
2356,1,4,4,1
2357,0,4,4,0
2358,3,0,0,3
2359,7,2,2,7
2360,5,0,5,0
2361,6,7,7,6
2362,2,5,2,5
2363,5,0,5,0
2364,0,2,2,0
2365,5,6,6,5
2366,6,1,1,6
2367,6,7,7,6
2368,0,3,0,3
2369,7,0,0,7
2370,7,4,4,7
2371,5,4,4,5
2372,7,4,4,7
2373,0,6,0,6
2374,3,7,7,3
2375,6,1,1,6
2376,4,0,0,4
2377,7,4,4,7
2378,1,5,5,1
2379,5,3,5,3
2380,4,7,4,7
2381,0,6,0,6
2382,4,3,4,3
2383,3,0,3,0
2384,2,0,2,0
2385,2,5,5,2
2386,2,4,2,4
2387,7,0,0,7
2388,3,7,7,3
2389,7,2,7,2
2390,5,4,5,4
2391,5,0,5,0
2392,1,3,1,3
2393,0,6,0,6
2394,3,7,7,3
2395,6,7,7,6
2396,2,4,4,2
2397,7,0,7,0
2398,1,3,3,1
2399,0,6,0,6
2400,7,4,4,7
2401,7,1,1,7
2402,6,1,1,6
2403,7,0,7,0
2404,6,7,6,7
2405,0,3,0,3
2406,4,2,4,2
2407,3,2,2,3
2408,0,6,6,0
2409,4,0,4,0
2410,2,0,2,0
2411,4,0,0,4
2412,2,3,2,3
2413,7,4,4,7
2414,6,3,6,3
2415,6,4,4,6
2416,5,3,5,3
2417,5,2,5,2
2418,0,2,0,2
2419,7,4,4,7
2420,4,0,4,0
2421,3,5,5,3
2422,4,1,4,1
2423,0,5,5,0
2424,4,2,2,4
2425,5,1,5,1
2426,2,4,4,2
2427,0,4,4,0
2428,4,1,1,4
2429,6,1,6,1
2430,3,0,3,0
2431,4,6,4,6
2432,5,1,5,1
2433,6,3,6,3
2434,2,3,2,3
2435,4,0,4,0
2436,4,1,4,1
2437,2,1,2,1
2438,1,5,1,5
2439,4,5,5,4
2440,7,2,7,2
2441,1,0,1,0
2442,7,5,5,7
2443,0,2,2,0
2444,6,3,3,6
2445,4,7,7,4
2446,3,0,0,3
2447,3,2,2,3
2448,4,1,4,1
2449,4,3,4,3
2450,3,2,2,3
2451,3,4,4,3
2452,4,3,4,3
2453,2,5,5,2
2454,5,4,4,5
2455,2,1,1,2
2456,5,4,4,5
2457,1,6,6,1
2458,7,1,1,7
2459,0,5,0,5
2460,7,1,1,7
2461,7,5,5,7
2462,4,6,4,6
2463,2,1,2,1
2464,2,3,2,3
2465,5,3,5,3
2466,5,1,5,1
2467,3,0,0,3
2468,1,5,5,1
2469,4,5,4,5
2470,4,6,4,6
2471,7,6,7,6
2472,5,6,5,6
2473,7,2,2,7
2474,2,6,2,6
2475,4,3,4,3
2476,1,4,1,4
2477,3,1,3,1
2478,3,1,1,3
2479,2,5,2,5
2480,0,1,1,0
2481,2,5,2,5
2482,5,4,5,4
2483,1,7,1,7
2484,4,5,5,4
2485,4,0,4,0
2486,0,2,0,2
2487,7,1,7,1
2488,3,4,4,3
2489,7,3,7,3
2490,2,5,5,2
2491,0,6,0,6
2492,4,0,4,0
2493,3,7,3,7
2494,0,5,5,0
2495,0,4,4,0
2496,6,0,0,6
2497,5,1,5,1
2498,2,3,2,3
2499,1,2,1,2
2500,4,2,4,2
2501,3,6,6,3
2502,7,6,6,7
2503,3,7,3,7
2504,5,4,4,5
2505,1,0,1,0
2506,7,4,4,7
2507,0,5,0,5
2508,7,6,6,7
2509,4,7,4,7
2510,7,5,5,7
2511,2,5,5,2
2512,3,4,4,3
2513,7,2,2,7
2514,4,5,5,4
2515,1,2,1,2
2516,0,5,0,5
2517,1,0,1,0
2518,5,7,5,7
2519,2,7,2,7
2520,1,2,2,1
2521,6,2,2,6
2522,3,7,7,3
2523,3,7,7,3
2524,3,0,0,3
2525,2,7,7,2
2526,2,6,6,2
2527,3,1,3,1
2528,1,5,1,5
2529,6,1,1,6
2530,7,5,5,7
2531,7,0,0,7
2532,6,0,6,0
2533,3,4,4,3
2534,5,1,1,5
2535,7,2,2,7
2536,3,5,3,5
2537,7,0,7,0
2538,2,3,3,2
2539,7,1,1,7
2540,7,6,7,6
2541,1,4,4,1
2542,3,7,7,3
2543,3,6,3,6
2544,3,7,7,3
2545,2,6,2,6
2546,3,7,3,7
2547,7,5,7,5
2548,6,4,4,6
2549,4,5,4,5
2550,5,6,5,6
2551,3,6,3,6
2552,7,2,2,7
2553,5,7,5,7
2554,7,4,4,7
2555,4,0,4,0
2556,7,0,0,7
2557,1,2,1,2
2558,2,1,1,2
2559,6,3,3,6
2560,3,1,1,3
2561,1,5,1,5
2562,1,6,1,6
2563,5,7,5,7
2564,6,3,3,6
2565,7,0,7,0
2566,4,0,4,0
2567,0,6,0,6
2568,3,2,3,2
2569,4,6,4,6
2570,7,6,6,7
2571,4,1,4,1
2572,6,0,0,6
2573,1,3,1,3
2574,5,4,5,4
2575,0,2,0,2
2576,6,2,2,6
2577,6,5,5,6
2578,7,1,1,7
2579,6,0,0,6
2580,0,7,0,7
2581,1,4,1,4
2582,3,5,5,3
2583,0,3,0,3
2584,1,5,1,5
2585,3,2,2,3
2586,0,1,1,0
2587,2,7,2,7
2588,5,3,5,3
2589,4,7,4,7
2590,6,4,4,6
2591,7,1,7,1
2592,1,5,5,1
2593,0,7,7,0
2594,4,1,4,1
2595,2,0,0,2
2596,4,1,4,1
2597,7,0,7,0
2598,5,6,5,6
2599,1,4,1,4
2600,7,6,6,7
2601,2,3,3,2
2602,7,1,7,1
2603,7,6,6,7
2604,5,3,5,3
2605,7,3,7,3
2606,3,4,4,3
2607,5,0,5,0
2608,1,7,7,1
2609,2,0,0,2
2610,0,3,3,0
2611,7,2,7,2
2612,3,2,2,3
2613,4,1,1,4
2614,7,0,7,0
2615,1,5,1,5
2616,4,5,4,5
2617,7,3,7,3
2618,6,1,1,6
2619,6,5,5,6
2620,4,0,4,0
2621,3,6,6,3
2622,3,1,1,3
2623,6,3,6,3
2624,2,5,5,2
2625,3,0,3,0
2626,5,6,5,6
2627,6,3,3,6
2628,7,3,7,3
2629,5,4,4,5
2630,3,4,4,3
